,BAD,LOAN,MORTDUE,VALUE,REASON,JOB,YOJ,DEROG,DELINQ,CLAGE,NINQ,CLNO,DEBTINC
1792,1,23200,      129355,      171709,DebtCon,ProfExe,           0,           0,           0,328.51412138,           0,          30,40.048440044
1793,0,23200,      131804,      171144,DebtCon,ProfExe,           6,           0,           0,197.76872804,           0,          37,19.778851787
1794,0,23300,       82472,      110321,DebtCon,Other,,           0,           0,174.23998064,           2,          25,37.912872473
1795,0,23300,      103162,      135013,DebtCon,Mgr,           9,           1,           0,188.93983988,           5,          18,40.670817077
1796,1,23300,       71734,      100072,DebtCon,ProfExe,           6,           0,           7,122.79944314,           0,          21,34.530438587
1797,0,23400,       64332,       95770,HomeImp,Office,          13,           0,           0,128.23922251,           0,          13,35.157645613
1798,0,23400,       48549,       68957,DebtCon,Office,           6,           0,           0,172.81072664,           1,          27,34.456762198
1799,0,23400,       97865,      120172,DebtCon,Self,           2,           0,           0,200.57575228,           1,          26,36.398728722
1800,0,23400,       35634,       61149,DebtCon,Other,,           0,           0,204.64278621,           0,          13,41.115158943
1801,0,23500,       95289,      122273,HomeImp,Mgr,           9,           0,           0,118.61613434,           1,          23,30.447274539
1802,0,23500,,       90205,HomeImp,Other,           9,           0,           0,169.01497354,           0,          16,38.698735922
1803,0,23500,       90246,      119320,DebtCon,Other,          22,           0,           0,239.25964489,           1,          26,41.336696482
1804,0,23500,       44952,       70191,DebtCon,Office,           6,           0,           0,164.96393992,           1,          26,35.788157705
1805,0,23500,       68049,       93394,DebtCon,Mgr,           6,           0,           0, 191.1124423,           2,          18, 32.13282224
1806,1,23500,       54816,       87000,DebtCon,Other,         3.5,           0,           1,       223.2,           0,          17,
1807,1,23500,,      143168,DebtCon,Office,          10,,,,,,35.733567331
1808,0,23500,       75708,      102198,DebtCon,Mgr,           2,,,231.43431589,           5,          23,42.179786422
1809,0,23500,       62742,      111921,DebtCon,ProfExe,          15,           0,           3,282.97601589,           0,          36,27.148205463
1810,0,23500,      132737,      285749,HomeImp,Mgr,           4,           0,           0,213.39299486,           0,          14,31.236113807
1811,0,23500,,       66217,DebtCon,Other,          24,           0,           1,122.14755148,           1,           8, 20.17202126
1812,0,23500,       55731,       89079,DebtCon,Mgr,           4,           0,           0,273.67437989,           1,          25,33.509409038
1813,0,23500,      147696,      118200,,ProfExe,           4,           0,           0,103.67278586,           2,          34,30.361711413
1814,0,23500,       86144,      138953,DebtCon,Other,          13,           0,           0,110.05419832,           3,          15,41.841690898
1815,1,23500,,      116983,HomeImp,Other,,           0,           1, 143.4146448,           0,          10,35.060319852
1816,0,23600,       30758,       57280,DebtCon,Other,          13,           0,           0,104.39569049,           2,          24,31.120398625
1817,0,23600,       87875,      139025,DebtCon,Other,          10,           0,           0,112.91251455,           2,          15,38.505897277
1818,0,23600,       36438,       80176,DebtCon,ProfExe,          10,           0,           0,289.70153888,           0,          19,39.929954554
1819,0,23600,      141000,      175000,DebtCon,Other,           2,           0,           0,192.76666667,           0,          35,
1820,0,23600,      126254,      169638,DebtCon,ProfExe,           6,           0,           0,176.74916309,           0,          38,17.620920214
1821,0,23600,      140284,      182591,DebtCon,ProfExe,          21,           0,           0,224.94134673,           0,          24,41.871755799
1822,0,23600,       56023,       83659,DebtCon,Mgr,           5,           0,           0,267.75553453,           2,          25,32.200781329
1823,0,23700,,       78878,DebtCon,Sales,           4,           0,           0,408.18764616,           0,          23,24.200935826
1824,0,23700,       57553,      101656,HomeImp,ProfExe,          19,           0,           0,648.32849259,           0,          23, 22.84647896
1825,1,23700,       43712,       75191,DebtCon,Office,           6,           0,           0,50.717534833,           2,          18, 37.10325125
1826,0,23700,      144373,      180927,DebtCon,ProfExe,           5,,,175.81537537,           5,          43,40.315790028
1827,0,23700,       62949,       99295,HomeImp,Office,          15,           0,           0,145.35528027,           0,          14,36.032760292
1828,0,23700,       82983,      106877,DebtCon,Other,,           0,           0,177.01767442,           2,          24,40.995208218
1829,0,23700,       87141,      140428,DebtCon,ProfExe,          22,           1,           0,169.28363143,           1,          25,40.980615645
1830,0,23700,       18825,       55549,DebtCon,Other,          26,           0,           1, 203.8609299,           0,          25,26.629077387
1831,0,23800,       45279,       68939,DebtCon,Other,           6,           0,           0,77.228821947,           1,          19,  35.5214873
1832,1,23800,       19612,       77300,DebtCon,ProfExe,          15,           0,           6,173.46666667,           0,          19,
1833,0,23800,      188250,      233800,DebtCon,ProfExe,           2,           0,           0,307.57275263,           1,          27,36.690724403
1834,0,23900,      236803,      267036,HomeImp,Self,           7,           0,           0,252.07354491,           1,          50,38.074090593
1835,0,23900,       21549,       49842,DebtCon,Other,          25,           0,           0,300.29631253,,          12,30.203989283
1836,1,23900,,      105700,DebtCon,Other,         0.8,,,,,,
1837,0,23900,       55284,       92305,DebtCon,Other,           7,           0,           0,241.08364933,           1,          19,37.479757124
1838,0,24000,       31243,       50602,HomeImp,Self,           3,           1,,135.19851865,,          11,25.357164928
1839,0,24000,       43948,       86111,HomeImp,Other,          24,           0,           0,258.30359386,           0,           7, 26.61774876
1840,1,24000,       88783,      116967,DebtCon,Self,           2,           0,           0,171.50625674,           5,          23,56.961838569
1841,0,24000,      137000,      204963,HomeImp,ProfExe,           5,           0,           0,       189.7,           1,          28,
1842,0,24000,       59300,       88000,DebtCon,Other,          16,           0,           0,97.933333333,           1,          17,
1843,1,24000,       18655,       48800,HomeImp,Other,           3,           0,           0,65.966666667,           3,          12,
1844,0,24000,      111488,      163796,DebtCon,Mgr,          15,           0,           0,185.80205049,           0,          25, 32.22967397
1845,1,24100,      164155,      225184,HomeImp,Self,           2,,,,,,31.564226916
1846,0,24100,       77435,      113000,DebtCon,ProfExe,          10,           0,           1,124.76666667,           0,          19,
1847,1,24100,       30951,       58000,DebtCon,Mgr,          11,           0,           4,        36.5,           0,          12,
1848,0,24100,      184697,      238729,DebtCon,ProfExe,           2,           0,           0,317.69255678,           0,          26,37.782036284
1849,0,24100,       61811,       97086,DebtCon,Other,           6,           0,           0,222.62659082,           1,          19, 34.68253701
1850,0,24100,       57555,       90732,DebtCon,Other,           8,           0,           0,236.96199248,           1,          19,37.934877857
1851,0,24100,,       49433,DebtCon,Other,,,,83.099726126,,          13,26.148970181
1852,1,24200,       10286,,DebtCon,Other,        24.5,           0,           1,216.13333333,           4,          32,
1853,0,24200,       92572,      121310,HomeImp,Mgr,           9,           0,           0,117.04550066,           1,          24,30.482780029
1854,0,24200,      242111,      266670,HomeImp,Self,           6,           1,           0,243.00312872,           3,          51,36.575387744
1855,0,24200,       22763,       47622,DebtCon,Other,          23,           0,           0,126.92269121,           1,          10,23.040944709
1856,0,24200,      150939,      183208,DebtCon,Other,           1,           0,           0,205.77680196,           0,          34,39.656334058
1857,0,24200,      104005,      158224,DebtCon,Mgr,          14,           0,           0,175.62208285,           0,          25,33.992424446
1858,0,24300,       50826,       68199,DebtCon,Other,           7,           0,           0,  71.1819889,           1,          19,36.496201084
1859,0,24300,      236390,      262210,HomeImp,Self,           6,           0,           0,243.07790007,           2,          50,36.906664969
1860,0,24300,       21660,       48475,DebtCon,Other,          26,           0,           0,102.78283553,           0,          10,23.247958281
1861,0,24300,,       60628,DebtCon,Other,          23,           0,           0,145.29273612,           0,           9,22.984818991
1862,1,24400,       69873,      101484,DebtCon,Other,          15,           0,           6, 225.7525542,           0,          29,
1863,0,24400,       87838,      104468,HomeImp,,           6,,,,,,30.280354844
1864,0,24400,      119111,      154860,DebtCon,Mgr,           3,           0,           0,296.93039006,           0,          25,38.493132607
1865,0,24400,      147073,      182069,DebtCon,Other,           2,           0,           0,173.71494662,           0,          35, 37.81236793
1866,0,24400,,       59888,DebtCon,Other,,           0,           0, 288.2296811,           0,          19,38.581332837
1867,0,24400,,       28900,HomeImp,Other,          24,           0,           0,81.166666667,           2,          15,
1868,0,24400,       91316,      147837,DebtCon,ProfExe,          23,           0,           0,170.05674853,           0,          24,42.668454647
1869,0,24400,       61260,      103842,DebtCon,ProfExe,           1,           0,           0, 179.5402847,           0,          26,33.590455142
1870,0,24400,       95843,      123377,DebtCon,Self,           2,           0,           0,201.97675616,           1,          26,32.903468132
1871,0,24500,       21470,       52228,DebtCon,Other,          25,           0,           0,124.55994931,           0,          11,23.888121681
1872,0,24500,      118251,      158758,DebtCon,Mgr,           2,           0,           0,282.64992165,           0,          24,38.844801954
1873,0,24500,       69615,       94656,DebtCon,ProfExe,           7,           0,           1,136.55562165,           3,          26,35.565296678
1874,0,24500,      134188,      171658,DebtCon,Other,           5,           1,           0,219.16757792,           0,          20,34.986140572
1875,0,24500,       67336,       96060,DebtCon,ProfExe,           8,           0,           1,142.34424975,           3,          25,35.979856239
1876,1,24500,       95736,      134000,HomeImp,Mgr,         1.5,           0,           1,       122.5,           2,          20,
1877,0,24500,,       51623,DebtCon,Other,,,,91.862388359,,          12,28.879570662
1878,0,24500,      123319,      159934,DebtCon,Mgr,           2,           0,           0,300.62518954,           0,          25,37.786175201
1879,0,24600,      113034,      165176,DebtCon,Mgr,          15,           0,           0,194.84216401,           0,          26,32.770147929
1880,0,24600,       71862,       94704,DebtCon,Other,           1,           0,           0,93.261713389,           2,          29,35.290583198
1881,0,24600,       41300,       61700,DebtCon,Office,          19,           0,           0,181.63333333,           2,          22,
1882,0,24600,,      146804,,,,,,,,,17.263534849
1883,1,24600,       75636,      112956,DebtCon,ProfExe,           1,           1,           0,318.54616542,           3,          42,
1884,0,24600,      221331,      289991,HomeImp,ProfExe,           5,,           4, 474.0270741,,          55,31.463384548
1885,0,24700,      149235,      178454,DebtCon,ProfExe,           5,           0,           0,324.13778352,           0,          34,38.709991448
1886,0,24700,      111107,      163926,DebtCon,Mgr,          15,           0,           1,170.62943141,           1,          26,32.934291806
1887,0,24700,      109377,      133116,DebtCon,Mgr,          10,           1,           0,184.35578292,           5,          17,40.202630102
1888,0,24700,       53925,       83056,DebtCon,Mgr,           4,           0,           0, 251.1883928,           2,          25,34.889241727
1889,0,24700,       77022,      112172,DebtCon,Mgr,           9,           0,           1,306.87107786,           2,          28,30.120041947
1890,0,24800,,       63753,DebtCon,Other,,           0,           0, 300.7572856,           0,          19,40.134476763
1891,0,24800,      109084,      140355,DebtCon,Mgr,          11,           2,           0,183.79525849,           5,          18,40.604795833
1892,0,24800,       98139,      121696,DebtCon,Self,           3,           0,           0,208.52326694,           1,          27, 32.64426513
1893,1,24800,       37200,       67000,DebtCon,Other,          10,           1,           8,242.46666667,           4,          23,
1894,1,24800,       76220,      102087,HomeImp,Mgr,           6,           0,           1,126.64101955,           0,          32,48.569574037
1895,0,24800,       64537,       93212,DebtCon,ProfExe,           7,           1,           1,120.35142038,           4,          25,34.686088674
1896,0,24900,       60778,       94374,DebtCon,Other,           5,           0,           0, 232.1188078,           1,          20, 34.92549001
1897,1,24900,       62191,       83694,HomeImp,Other,           3,           0,           0,55.937512295,           0,          14,62.110721871
1898,0,24900,      139241,      171296,DebtCon,Other,           6,           1,           0,220.68715833,           0,          19,35.591655668
1899,0,25000,       60504,       93907,DebtCon,Office,           1,           0,           0,99.993715323,           0,          23,33.490354241
1900,0,25000,       95651,      148280,DebtCon,ProfExe,          21,           1,           0, 154.5654328,           0,          24,42.695331274
1901,0,25000,      109000,      175000,DebtCon,Sales,          17,           0,           0,298.33333333,           1,          31,
1902,0,25000,       94000,      125000,DebtCon,Office,          11,           0,           1,151.13333333,           0,          29,
1903,0,25000,      149000,      202500,HomeImp,Other,          11,           0,           0,256.66666667,           2,          34,
1904,0,25000,      145000,      185000,HomeImp,Self,           2,           0,           0,       176.5,           1,          17,
1905,0,25000,       57459,       96000,DebtCon,Other,          16,           0,           1,133.76666667,           0,          30,
1906,0,25000,       84000,      120000,DebtCon,Other,         1.5,           0,           0,188.76821306,           2,          25,
1907,0,25000,       89000,      122000,DebtCon,ProfExe,           0,           1,           0,       193.8,           3,          38,
1908,0,25000,       22800,       49523,DebtCon,Other,          36,           0,           0,281.06666667,           1,          24,
1909,0,25000,,      113000,DebtCon,Mgr,           9,           1,           0,       168.4,           0,          27,
1910,0,25000,       42632,       71000,DebtCon,Other,          24,,           1,284.93333333,           1,          30,
1911,0,25000,       71700,      122500,DebtCon,Office,           0,           0,           0,       303.4,           1,          24,
1912,0,25000,       69300,      111800,DebtCon,Other,           5,           0,           0,95.366666667,           2,          32,
1913,0,25000,       65700,       93400,DebtCon,Office,          10,           0,           0,149.16666667,           0,          21,
1914,1,25000,       71081,      112500,DebtCon,Mgr,           3,           2,           0,        87.2,           1,          27,
1915,1,25000,,,DebtCon,Other,          22,           0,           2,       203.2,           0,          23,
1916,1,25000,      110676,,DebtCon,Sales,           8,           2,           0,119.36666667,           0,           6,
1917,1,25000,      184000,      232760,DebtCon,Other,           4,           0,           4,       230.1,           2,          44,
1918,1,25000,      105750,      141000,HomeImp,Office,          15,           1,           2,305.36666667,           2,          14,
1919,1,25000,      117500,      165000,DebtCon,ProfExe,        17.5,           0,           3,       239.4,           1,          27,
1920,1,25000,      101250,      135000,DebtCon,Self,           3,           0,           0,       301.3,           4,          46,
1921,1,25000,      175225,      211000,DebtCon,ProfExe,          13,           1,           2,148.13333333,           4,          53,
1922,1,25000,      106282,      167500,HomeImp,ProfExe,          14,           2,           4,198.86666667,           2,          28,
1923,1,25000,       59841,      108620,,Self,          20,           0,           0,101.46666667,           0,           4,
1924,1,25000,      132000,      165000,DebtCon,ProfExe,          10,           0,           0,196.83333333,           1,          29,
1925,1,25000,      122000,      151200,DebtCon,Office,           1,           1,           6,262.33333333,           3,          30,
1926,1,25000,       11300,      154340,DebtCon,Other,          19,           1,           5,119.66666667,           1,          21,
1927,1,25000,       39000,       72500,DebtCon,Other,           3,           0,           1,114.66666667,           3,          22,
1928,1,25000,      112000,      157000,DebtCon,Office,         5.5,           0,           0,        63.9,           3,           9,
1929,0,25000,,       35000,DebtCon,Other,          10,           1,,88.933333333,,          14,
1930,0,25000,       72077,      104294,DebtCon,Mgr,           1,,,232.05112346,           4,          24,40.645479766
1931,0,25000,       36108,       84365,HomeImp,Other,          23,           0,           0,248.85150089,           0,           7,26.027040254
1932,0,25100,       85337,      104607,HomeImp,,           6,,,,,,27.950475129
1933,0,25100,       28778,       50872,DebtCon,Other,          28,           0,           0,304.19515319,,          12,31.599464331
1934,0,25100,       21490,       71571,DebtCon,Other,,           1,           1,101.92513294,           1,          25,30.444119256
1935,0,25100,       65633,      100776,DebtCon,Other,          15,           0,           1,141.93813032,           0,          29, 40.62020969
1936,0,25100,       41314,       71357,DebtCon,Office,          19,           0,           0, 183.6314283,           1,          22,33.665534117
1937,0,25100,       58042,       98964,DebtCon,Other,          16,           0,           1,125.79586391,           0,          29,38.372223501
1938,0,25100,       96627,      128022,DebtCon,ProfExe,           1,           0,           0,197.63347142,           3,          37,35.980542351
1939,0,25100,       44639,       75412,DebtCon,Other,          22,,           1,284.91367043,           0,          29,39.518017085
1940,0,25100,      137489,      168216,DebtCon,Other,           7,           1,           0,211.20898093,           1,          20,34.767948845
1941,0,25200,       63258,      100392,DebtCon,ProfExe,           0,           0,           0,194.70131583,           0,          25,35.274460982
1942,0,25200,       73168,       93608,DebtCon,Office,           9,           0,           0,151.12147952,           0,          21,35.590326769
1943,0,25200,       55823,       90658,DebtCon,Office,           0,           0,           0,85.314143075,           0,          22,35.571294933
1944,0,25300,      115226,      153900,DebtCon,Office,           6,,,303.01408346,           2,          36,41.715110686
1945,0,25300,      118744,      153552,DebtCon,Office,           5,,,307.87619897,           1,          35,43.469263374
1946,0,25300,       51261,       87025,DebtCon,Mgr,           4,           0,           0,249.83618476,           2,          25,31.658786411
1947,0,25300,       56393,       86612,DebtCon,Mgr,           6,           0,           0,258.14736866,           1,          25,33.193875534
1948,1,25400,      136322,,DebtCon,ProfExe,           2,           0,           5,303.73793473,           1,          27,16.644674498
1949,0,25400,       76194,       98188,DebtCon,Mgr,           0,,,245.26785331,           5,          23,42.138106434
1950,1,25400,      107343,      192642,DebtCon,Other,           1,           0,          10, 192.6716931,           1,          14,35.759760239
1951,0,25400,       61907,       87133,DebtCon,Office,           0,           0,           1, 81.49211941,           0,          22, 34.36469831
1952,0,25400,      138132,      243327,HomeImp,ProfExe,          27,           0,           0,349.94092953,           0,          19,37.820054519
1953,0,25400,       61771,      105880,DebtCon,Other,          17,           0,           1,130.15042286,           0,          29,37.195249012
1954,1,25500,       63967,       87239,DebtCon,Other,           6,           0,           0,,           0,           0,33.051073753
1955,0,25500,       79689,      117577,DebtCon,ProfExe,           9,           0,           0,114.96849873,           0,          19,26.484886371
1956,0,25500,       44562,       79481,DebtCon,Other,          10,           0,           0,126.27780817,           1,          19,40.250738027
1957,0,25500,       50847,       79738,DebtCon,Other,          20,           0,           0,204.67790067,           0,          26,35.860087635
1958,0,25500,      235839,      267506,HomeImp,Self,           5,           0,           0,240.21701392,           3,          51,39.048427763
1959,0,25500,,       44707,DebtCon,Other,,,,95.595496082,,          12,27.503570973
1960,0,25500,       73083,      126995,DebtCon,Office,           1,           0,           0,289.20089863,           1,          24,37.316207652
1961,0,25600,       47936,       80600,DebtCon,Other,          23,,           1,290.47827682,           0,          30,37.734940524
1962,0,25600,      196689,      247025,DebtCon,Other,           8,           0,           0,105.42535396,           1,          25,42.670275302
1963,0,25600,       58606,       89508,DebtCon,Other,           8,           1,           0,140.71275774,           2,          30,41.669963714
1964,0,25600,       78441,      128814,DebtCon,Office,           2,           0,           0,310.50009981,           1,          24,38.738649619
1965,0,25600,      111000,      153000,DebtCon,ProfExe,           7,           0,           0,112.63333333,           3,          27,
1966,0,25600,       76383,      103544,DebtCon,Mgr,           0,,,222.24219828,           5,          24, 42.93996933
1967,1,25600,      105480,      126389,DebtCon,Mgr,          25,           0,           2,307.40290366,           2,          35,36.763824165
1968,0,25700,      197425,      242602,DebtCon,Other,           8,           0,           0,102.96034553,           2,          26,41.277127172
1969,1,25700,       32613,       63065,DebtCon,Other,           0,           0,           0,218.48527507,           0,          22,41.210107042
1970,0,25700,       85417,       98179,HomeImp,,           7,,,,,,30.829477167
1971,0,25800,,       68913,DebtCon,Other,          26,           0,           0,123.64448805,           0,           9,22.925136063
1972,0,25800,,       51824,DebtCon,Other,,,,89.599815077,,          12,28.546478459
1973,1,25900,       42105,       73249,DebtCon,Other,           2,           0,           0,109.21115611,           3,          22,31.809085921
1974,0,25900,,       33888,HomeImp,Other,          24,           0,           0,73.858496717,           2,          14,28.243062567
1975,1,25900,,,DebtCon,Other,          20,           0,           2,190.99656481,           0,          22, 31.16238948
1976,0,25900,       80663,      122372,DebtCon,ProfExe,          10,           0,           1,133.66949395,           0,          18,26.573930791
1977,0,25900,      152071,      185893,HomeImp,Self,           0,           0,           0,185.54351198,           0,          16,40.642278896
1978,0,25900,       59575,       85837,DebtCon,Other,          22,           0,           1,189.75535052,           0,          19,24.874615108
1979,0,25900,       56784,       91401,DebtCon,Office,           2,           0,           1, 90.16369704,           0,          23,34.098931734
1980,0,26000,      150773,      179077,DebtCon,Other,           1,           0,           0,186.91446699,           0,          35,38.707779709
1981,0,26000,      238005,      260479,HomeImp,Self,           5,           1,           0,242.29015949,           2,          51,35.457658789
1982,0,26000,      100548,      207647,DebtCon,Other,          22,           0,           0,218.59599134,           0,          18, 26.55949496
1983,0,26000,      139904,      172310,DebtCon,Other,           6,           1,           0,204.11441471,           0,          19, 34.83482969
1984,0,26000,       75034,      100852,DebtCon,Office,          10,           0,           0, 152.3539807,           0,          20,36.356309397
1985,0,26000,       81764,      118388,DebtCon,ProfExe,           9,           0,           0,130.19241813,           0,          18,28.154134662
1986,0,26000,       47067,       63292,DebtCon,Office,          17,           0,           0,174.62101544,           2,          21,33.673146444
1987,0,26100,      113266,      182082,DebtCon,Sales,          18,           0,           0,304.85246909,           1,          31,33.193949357
1988,0,26100,      150464,      203202,HomeImp,Other,          10,           0,           0,248.48194525,           1,          33,43.112190673
1989,0,26100,,      151429,,,,,,,,,15.567001073
1990,0,26100,       50605,       77841,DebtCon,Other,          21,,           0,286.44820425,           1,          31,41.173805047
1991,1,26100,       73525,,DebtCon,Office,           3,           1,,106.65229841,           0,           6,22.508172514
1992,0,26200,      105096,      136580,DebtCon,Mgr,           9,           2,           0,181.35859173,           4,          17,39.187361612
1993,0,26200,      141109,      245422,HomeImp,ProfExe,          28,           0,           0,343.78712232,           1,          18,38.113555937
1994,0,26200,       72648,      123582,DebtCon,Office,           0,           1,           0,331.35288565,           0,          23,37.545837379
1995,0,26200,      149599,      181869,DebtCon,Other,           1,           0,           0,204.02898979,           0,          35,39.800879561
1996,0,26200,      189252,      241754,DebtCon,Other,           9,           0,           0,97.314887744,           2,          25,40.312697726
1997,0,26300,       87291,      122531,DebtCon,ProfExe,          10,           0,           1,128.48325812,           0,          18,27.837509605
1998,0,26300,       52394,       93307,DebtCon,Other,          24,           0,           1,184.65609577,           0,          19, 23.54869835
1999,0,26300,       58369,       88124,DebtCon,Other,           7,           0,           0,234.22154725,           1,          20,37.158294824
2000,0,26300,       52296,       91041,DebtCon,Other,          24,           1,           2,193.85371322,           0,          19,24.893781127
2001,0,26300,,       45913,DebtCon,Other,,,,92.577224078,,          13,27.924000892
2002,0,26300,,       43472,DebtCon,Other,,,,90.080326966,,          12,28.688500322
2003,0,26400,      130672,      212536,DebtCon,ProfExe,          10,           0,           0,221.50683161,           3,          26,20.269918789
2004,0,26400,      128413,      207302,DebtCon,ProfExe,           9,           0,           0,228.01513165,           3,          26,17.872195182
2005,0,26400,      122105,      165000,DebtCon,Mgr,           1,           0,           0,       234.4,           2,          24,
2006,0,26400,      153853,      188760,HomeImp,Self,           2,           0,           0,172.57083327,           0,          17, 43.35819405
2007,0,26400,       44333,       68945,DebtCon,Office,          18,           0,           0,173.49539211,           2,          21,32.349412052
2008,0,26400,      196412,      250164,DebtCon,Other,           9,           0,           0,97.278349271,           1,          26,42.334245998
2009,0,26400,       59288,       87753,DebtCon,Other,           8,           1,           1,145.88249239,           3,          29,38.972486705
2010,0,26500,,       63918,DebtCon,Other,          25,           0,           0,135.44094715,           0,           8,20.161387851
2011,0,26500,       63345,      100332,DebtCon,Other,          16,           0,           0,139.51054588,           0,          30,38.427444569
2012,0,26500,       84769,      127773,DebtCon,Other,           2,           0,           0,190.86047721,           2,          25,42.031639133
2013,1,26500,       61223,       92255,DebtCon,Other,           2,           0,           1,214.03253889,           0,          17,1.8555399803
2014,0,26500,       34678,       68000,DebtCon,Mgr,          14,           1,           0,        88.3,           6,          16,
2015,0,26500,       76599,      119041,DebtCon,Other,           4,           0,           0,97.265658469,           1,          31, 40.12650973
2016,0,26500,,       61089,DebtCon,Other,          27,           0,           0,144.19203429,           0,           9,22.813867857
2017,1,26600,       62895,      103000,DebtCon,Self,           1,           0,           5,187.46666667,           2,          34,
2018,0,26600,      140561,      208775,HomeImp,ProfExe,           5,           0,           0,197.52410245,           1,          27,36.878389116
2019,0,26600,      128238,      165316,DebtCon,Mgr,           1,           0,           0,236.06597186,           2,          23,36.939319169
2020,0,26600,      122501,      153280,DebtCon,Mgr,           2,           0,           0,289.58172299,           0,          25,38.129711796
2021,0,26700,       40785,       75601,DebtCon,Mgr,          14,           1,           0,98.240520895,           5,          15,34.154228193
2022,0,26700,      144243,      176096,DebtCon,Other,           1,           0,           0,194.67979612,           0,          34,40.479243579
2023,0,26700,       73468,      108774,DebtCon,ProfExe,          11,           0,           0,290.08059139,           1,          32,39.042204499
2024,0,26700,,      120179,DebtCon,Mgr,           8,           0,           0,   162.12582,           0,          27,35.095519931
2025,0,26800,      133594,      173255,DebtCon,Other,           8,           0,           0,  215.968328,           1,          19,36.946997493
2026,0,26800,      139309,      166621,DebtCon,Other,           5,           0,           0,217.21148262,           0,          20, 35.18585706
2027,0,26800,       46236,       62711,DebtCon,Office,          17,           0,           0,175.07505804,           1,          22,33.059933638
2028,0,26800,       35485,       74949,DebtCon,Mgr,          14,           0,           0,84.766624812,           5,          15,36.191458547
2029,0,26900,       74982,      126972,DebtCon,Office,           0,           0,           0,315.81891124,           0,          23,38.325989849
2030,0,26900,       69446,      104590,DebtCon,ProfExe,          11,           0,           0,287.27599243,           1,          32,41.499060427
2031,0,26900,      115638,      145440,DebtCon,Office,           4,,,294.70019205,           2,          36,43.908645333
2032,1,26900,       69000,      106500,DebtCon,Sales,         0.6,           0,           1,       115.7,           2,          19,
2033,0,26900,       54071,       85557,DebtCon,Office,           0,           0,           2,91.209976228,           0,          22,34.597191903
2034,0,26900,      113724,      151969,DebtCon,Office,           4,,,294.89276272,           1,          36,42.397248986
2035,0,26900,       45763,       73797,DebtCon,Other,          23,,           0,291.59168152,           1,          29,39.370858155
2036,1,27000,       79218,      115721,DebtCon,Other,           9,           0,           0, 280.3437201,           0,          35,33.227763077
2037,0,27000,       13718,       35684,DebtCon,Other,          16,           2,           0,122.29444677,           1,          18,24.355759583
2038,0,27000,       45482,       77000,DebtCon,Office,         0.8,           0,           0,       164.3,           3,          19,
2039,0,27000,       45880,       82425,DebtCon,Other,          21,           0,           0,212.64422077,           0,          27,36.997793604
2040,0,27000,       54834,       85391,DebtCon,Other,           9,           0,           1,132.57854459,           2,          30,39.305739117
2041,0,27000,       60631,       86091,DebtCon,Other,          24,           0,           2,200.14145359,           1,          20,26.248756632
2042,0,27000,       23160,       58074,DebtCon,Other,          36,           0,           0,275.84323074,           1,          24,40.133220412
2043,0,27000,,       61844,DebtCon,Other,          26,           0,           0,133.09973693,           0,           8, 22.71865262
2044,1,27100,       63844,      101000,DebtCon,Other,           8,           1,           1,       128.8,           0,          22,
2045,0,27100,       24494,       77479,DebtCon,Other,,           1,           1, 101.3129167,           1,          26,31.124553856
2046,0,27100,      118200,      159739,DebtCon,ProfExe,           6,           0,           1,117.15216054,           3,          27,34.206008445
2047,0,27200,       70730,       93752,DebtCon,Office,           8,           0,           0,165.91933287,           0,          20,36.170905486
2048,0,27200,       83894,      121302,DebtCon,ProfExe,           6,           0,           1, 124.2746965,           0,          18,29.732489312
2049,0,27200,       61000,      104044,DebtCon,Other,          16,           0,           1,141.98123448,           0,          30,39.546507583
2050,1,27200,       61118,       35184,DebtCon,Sales,          10,           4,           2, 134.6489043,           7,          23, 45.25528966
2051,0,27200,       58383,       92484,DebtCon,Other,          22,           1,           2,170.07232349,           1,          20,23.809820262
2052,0,27300,       66878,       93656,DebtCon,Office,          11,           0,           0,153.79590463,           0,          20,39.085006344
2053,0,27300,       53223,       86696,DebtCon,Office,           0,           0,           0,96.070687876,           0,          22,34.517790505
2054,0,27300,      135823,      185416,DebtCon,Mgr,           1,,,135.35974766,,          38,32.794976443
2055,0,27300,,      116708,DebtCon,Mgr,          11,           0,           0,175.20096024,           0,          26,33.747826295
2056,0,27400,       99900,      143437,DebtCon,Mgr,          21,           0,           0,211.10827714,           0,          12,39.110297625
2057,1,27400,      113364,      146520,HomeImp,Office,          16,           1,           1, 284.3680179,           2,          13,34.627659402
2058,0,27400,,       39858,DebtCon,Other,          11,           1,,87.379007649,,          14,20.588214357
2059,0,27400,      195497,      246354,DebtCon,Other,           8,           0,           0,89.264427411,           1,          25,39.664822994
2060,0,27400,       51298,       90010,DebtCon,Other,           6,           1,           0,146.65622021,           3,          29,42.159936538
2061,0,27400,       46575,       85263,DebtCon,Office,           1,           0,           0,155.64704116,           2,          19,39.489317202
2062,0,27500,      145774,      206788,HomeImp,ProfExe,           4,           0,           0,191.94101884,           0,          27,38.001192233
2063,0,27500,      132000,      179000,DebtCon,ProfExe,           1,           1,           0,226.23333333,           2,          19,
2064,1,27500,      137900,      184000,DebtCon,Office,          10,           0,           0,,           0,           0,
2065,0,27500,      150666,      192346,HomeImp,Self,           3,           0,           0,177.87147325,           0,          17,39.978650331
2066,0,27500,       23439,       47177,DebtCon,Other,          25,           0,           0,112.89450731,           0,          11,23.022894085
